"Year","Month","Product","State","Requirement (in Million Tonnes)","Availability (in Million Tonnes)"
"2013-14","September","TSP","Manipur","0.00","0.00"
"2013-14","September","UREA","Manipur","2000.00","0.00"
"2013-14","September","DAP","Megalaya","350.00","100.00"
"2013-14","September","MAP","Megalaya","0.00","0.00"
"2013-14","September","MOP","Megalaya","40.00","0.00"
"2013-14","September","NPK","Megalaya","0.00","0.00"
"2013-14","September","TSP","Megalaya","0.00","0.00"
"2013-14","September","UREA","Megalaya","500.00","1000.00"
"2013-14","September","DAP","Mizoram","700.00","0.00"
"2013-14","September","MAP","Mizoram","0.00","0.00"
"2013-14","September","MOP","Mizoram","550.00","0.00"
"2013-14","September","NPK","Mizoram","0.00","0.00"
"2013-14","September","TSP","Mizoram","0.00","0.00"
"2013-14","September","UREA","Mizoram","1350.00","0.00"
"2013-14","September","DAP","Nagaland","100.00","0.00"
"2013-14","September","MAP","Nagaland","0.00","0.00"
"2013-14","September","MOP","Nagaland","50.00","0.00"
"2013-14","September","NPK","Nagaland","0.00","0.00"
"2013-14","September","TSP","Nagaland","0.00","0.00"
"2013-14","September","UREA","Nagaland","150.00","0.00"
"2013-14","September","DAP","Odisha","22000.00","14614.55"
"2013-14","September","MAP","Odisha","0.00","0.00"
"2013-14","September","MOP","Odisha","20000.00","4528.45"
"2013-14","September","NPK","Odisha","17500.00","15603.10"
"2013-14","September","TSP","Odisha","0.00","0.00"
"2013-14","September","UREA","Odisha","100000.00","25183.05"
"2013-14","September","DAP","Pondicherry","750.00","0.00"
"2013-14","September","MAP","Pondicherry","0.00","0.00"
"2013-14","September","MOP","Pondicherry","650.00","0.00"
"2013-14","September","NPK","Pondicherry","2150.00","109.05"
"2013-14","September","TSP","Pondicherry","0.00","0.00"
"2013-14","September","UREA","Pondicherry","2450.00","0.00"
"2013-14","September","DAP","Punjab","120000.00","45415.65"
"2013-14","September","MAP","Punjab","0.00","0.00"
"2013-14","September","MOP","Punjab","12500.00","1245.45"
"2013-14","September","NPK","Punjab","10000.00","3058.20"
"2013-14","September","TSP","Punjab","0.00","3355.30"
"2013-14","September","UREA","Punjab","75000.00","53764.45"
"2013-14","September","DAP","Rajasthan","98400.00","32008.57"
"2013-14","September","MAP","Rajasthan","0.00","0.00"
"2013-14","September","MOP","Rajasthan","890.00","0.00"
"2013-14","September","NPK","Rajasthan","16400.00","1991.30"
"2013-14","September","TSP","Rajasthan","0.00","3526.25"
"2013-14","September","UREA","Rajasthan","150130.00","32607.39"
"2013-14","September","DAP","Sikkim","0.00","0.00"
"2013-14","September","MAP","Sikkim","0.00","0.00"
"2013-14","September","MOP","Sikkim","0.00","0.00"
"2013-14","September","NPK","Sikkim","0.00","0.00"
"2013-14","September","TSP","Sikkim","0.00","0.00"
"2013-14","September","UREA","Sikkim","0.00","0.00"
"2013-14","September","DAP","Tamil Nadu","47000.00","22458.35"
"2013-14","September","MAP","Tamil Nadu","0.00","0.00"
"2013-14","September","MOP","Tamil Nadu","41000.00","4124.63"
"2013-14","September","NPK","Tamil Nadu","65990.00","14297.02"
"2013-14","September","TSP","Tamil Nadu","0.00","0.00"
"2013-14","September","UREA","Tamil Nadu","90000.00","3440.30"
"2013-14","September","DAP","Tripura","300.00","5.65"
"2013-14","September","MAP","Tripura","0.00","0.00"
"2013-14","September","MOP","Tripura","0.00","0.00"
"2013-14","September","NPK","Tripura","0.00","1.65"
"2013-14","September","TSP","Tripura","0.00","0.00"
"2013-14","September","UREA","Tripura","4000.00","1536.90"
"2013-14","September","DAP","Uttar Pradesh","160000.00","189048.25"
"2013-14","September","MAP","Uttar Pradesh","0.00","0.00"
"2013-14","September","MOP","Uttar Pradesh","10000.00","6269.55"
"2013-14","September","NPK","Uttar Pradesh","130000.00","44842.65"
"2013-14","September","TSP","Uttar Pradesh","0.00","16125.25"
"2013-14","September","UREA","Uttar Pradesh","200000.00","140685.95"
"2013-14","September","DAP","Uttaranchal","1000.00","3390.60"
"2013-14","September","UREA","Uttaranchal","0.00","0.00"
"2013-14","September","MOP","Uttaranchal","0.00","0.00"
"2013-14","September","NPK","Uttaranchal","0.00","3272.95"
"2013-14","September","TSP","Uttaranchal","0.00","0.00"
"2013-14","September","UREA","Uttaranchal","5000.00","1369.05"
"2013-14","September","DAP","West Bengal","84000.00","10545.77"
"2013-14","September","MAP","West Bengal","0.00","0.00"
"2013-14","September","MOP","West Bengal","43000.00","8280.85"
"2013-14","September","NPK","West Bengal","51200.00","47885.93"
"2013-14","September","TSP","West Bengal","0.00","7377.55"
"2013-14","September","UREA","West Bengal","136000.00","23548.90"
"2013-14","October","DAP","Andaman & Nicobar","500.00","0.00"
"2013-14","October","MAP","Andaman & Nicobar","0.00","0.00"
"2013-14","October","MOP","Andaman & Nicobar","400.00","0.00"
"2013-14","October","NPK","Andaman & Nicobar","500.00","0.00"
"2013-14","October","SSP","Andaman & Nicobar","0.00","0.00"
"2013-14","October","TSP","Andaman & Nicobar","0.00","0.00"
"2013-14","October","UREA","Andaman & Nicobar","0.00","0.00"
"2013-14","October","DAP","Andhra Pradesh","100000.00","42777.78"
"2013-14","October","MAP","Andhra Pradesh","0.00","0.00"
"2013-14","October","MOP","Andhra Pradesh","75000.00","11941.99"
"2013-14","October","NPK","Andhra Pradesh","300000.00","52185.11"
"2013-14","October","SSP","Andhra Pradesh","100000.00","5882.55"
"2013-14","October","TSP","Andhra Pradesh","0.00","0.00"
"2013-14","October","UREA","Andhra Pradesh","325000.00","18639.40"
"2013-14","October","DAP","Arunachal Pradesh","50.00","0.00"
"2013-14","October","MAP","Arunachal Pradesh","0.00","0.00"
"2013-14","October","MOP","Arunachal Pradesh","50.00","0.00"
"2013-14","October","NPK","Arunachal Pradesh","0.00","0.00"
"2013-14","October","SSP","Arunachal Pradesh","100.00","0.00"
"2013-14","October","TSP","Arunachal Pradesh","0.00","0.00"
"2013-14","October","UREA","Arunachal Pradesh","50.00","0.00"
"2013-14","October","DAP","Assam","3150.00","6603.30"
"2013-14","October","MAP","Assam","0.00","0.00"
"2013-14","October","MOP","Assam","8100.00","9899.85"
"2013-14","October","NPK","Assam","1800.00","7.50"
"2013-14","October","SSP","Assam","7200.00","8252.55"
"2013-14","October","TSP","Assam","0.00","0.00"
"2013-14","October","UREA","Assam","18000.00","0.00"
"2013-14","October","DAP","Bihar","75000.00","60851.75"
"2013-14","October","MAP","Bihar","0.00","0.00"
"2013-14","October","MOP","Bihar","25000.00","21366.00"
"2013-14","October","NPK","Bihar","45000.00","12783.50"
"2013-14","October","SSP","Bihar","30000.00","4628.80"
"2013-14","October","TSP","Bihar","0.00","0.00"
"2013-14","October","UREA","Bihar","185000.00","25565.60"
"2013-14","October","DAP","Chandigarh","0.00","0.00"
"2013-14","October","MAP","Chandigarh","0.00","0.00"
"2013-14","October","MOP","Chandigarh","0.00","0.00"
"2013-14","October","NPK","Chandigarh","0.00","0.00"
"2013-14","October","SSP","Chandigarh","0.00","0.00"
"2013-14","October","TSP","Chandigarh","0.00","0.00"
"2013-14","October","UREA","Chandigarh","0.00","0.00"
"2013-14","October","DAP","Chattishgarh","11000.00","13659.40"
"2013-14","October","MAP","Chattishgarh","0.00","0.00"
"2013-14","October","MOP","Chattishgarh","3000.00","21779.65"
"2013-14","October","NPK","Chattishgarh","4000.00","6405.05"
"2013-14","October","SSP","Chattishgarh","15000.00","4829.70"
"2013-14","October","TSP","Chattishgarh","0.00","3858.25"
"2013-14","October","UREA","Chattishgarh","23000.00","10815.65"
"2013-14","October","DAP","Dadra & Nagar Haveli","80.00","32.00"
"2013-14","October","MAP","Dadra & Nagar Haveli","0.00","0.00"
"2013-14","October","MOP","Dadra & Nagar Haveli","30.00","0.00"
"2013-14","October","NPK","Dadra & Nagar Haveli","0.00","3.40"
"2013-14","October","SSP","Dadra & Nagar Haveli","0.00","0.00"
"2013-14","October","TSP","Dadra & Nagar Haveli","0.00","0.00"
"2013-14","October","UREA","Dadra & Nagar Haveli","80.00","5.56"
"2013-14","October","DAP","Daman & Diu","30.00","0.00"
"2013-14","October","MAP","Daman & Diu","0.00","0.00"
"2013-14","October","MOP","Daman & Diu","10.00","0.00"
"2013-14","October","NPK","Daman & Diu","10.00","0.00"
"2013-14","October","SSP","Daman & Diu","10.00","0.00"
"2013-14","October","TSP","Daman & Diu","0.00","0.00"
"2013-14","October","UREA","Daman & Diu","130.00","0.00"
"2013-14","October","DAP","Delhi","700.00","0.00"
"2013-14","October","MAP","Delhi","0.00","0.00"
"2013-14","October","MOP","Delhi","600.00","0.00"
"2013-14","October","NPK","Delhi","0.00","0.00"
"2013-14","October","SSP","Delhi","200.00","0.00"
"2013-14","October","TSP","Delhi","0.00","0.00"
"2013-14","October","UREA","Delhi","1300.00","0.00"
"2013-14","October","DAP","Goa","100.00","28.80"
"2013-14","October","MAP","Goa","0.00","0.00"
"2013-14","October","MOP","Goa","50.00","25.00"
"2013-14","October","NPK","Goa","120.00","43.00"
"2013-14","October","SSP","Goa","0.00","0.00"
"2013-14","October","TSP","Goa","0.00","0.00"
"2013-14","October","UREA","Goa","100.00","118.00"
"2013-14","October","DAP","Gujarat","75000.00","45271.19"
"2013-14","October","MAP","Gujarat","0.00","0.00"
"2013-14","October","MOP","Gujarat","18000.00","778.10"
"2013-14","October","NPK","Gujarat","57400.00","24773.28"
"2013-14","October","SSP","Gujarat","30000.00","1086.10"
"2013-14","October","TSP","Gujarat","0.00","6313.85"
"2013-14","October","UREA","Gujarat","195000.00","23095.25"
"2013-14","October","DAP","Harayana","0.00","25588.00"
"2013-14","October","MAP","Harayana","0.00","0.00"
"2013-14","October","MOP","Harayana","2000.00","345.55"
"2013-14","October","NPK","Harayana","5000.00","2545.20"
"2013-14","October","SSP","Harayana","30000.00","581.50"
"2013-14","October","TSP","Harayana","0.00","0.00"
"2013-14","October","UREA","Harayana","150000.00","24868.20"
"2013-14","October","DAP","Himachal Pradesh","0.00","0.00"
"2013-14","October","MAP","Himachal Pradesh","0.00","0.00"
"2013-14","October","MOP","Himachal Pradesh","2500.00","0.00"
"2013-14","October","NPK","Himachal Pradesh","5000.00","13.85"
"2013-14","October","SSP","Himachal Pradesh","300.00","0.00"
"2013-14","October","TSP","Himachal Pradesh","0.00","0.00"
"2013-14","October","UREA","Himachal Pradesh","2500.00","69.35"
"2013-14","October","DAP","Jammu & Kashmir","5740.00","5985.80"
"2013-14","October","MAP","Jammu & Kashmir","0.00","0.00"
"2013-14","October","MOP","Jammu & Kashmir","2210.00","2527.05"
"2013-14","October","NPK","Jammu & Kashmir","0.00","0.00"
"2013-14","October","SSP","Jammu & Kashmir","870.00","0.00"
"2013-14","October","TSP","Jammu & Kashmir","0.00","0.00"
"2013-14","October","UREA","Jammu & Kashmir","7450.00","3943.85"
"2013-14","October","DAP","Jharkhand","10000.00","6498.00"
"2013-14","October","MAP","Jharkhand","0.00","0.00"
"2013-14","October","MOP","Jharkhand","0.00","2599.50"
"2013-14","October","NPK","Jharkhand","7500.00","1402.35"
"2013-14","October","SSP","Jharkhand","10000.00","222.70"
"2013-14","October","TSP","Jharkhand","0.00","0.00"
"2013-14","October","UREA","Jharkhand","21250.00","7739.35"
"2013-14","October","DAP","Karnataka","59000.00","36074.11"
"2013-14","October","MAP","Karnataka","0.00","0.00"
"2013-14","October","MOP","Karnataka","53000.00","14867.42"
"2013-14","October","NPK","Karnataka","126000.00","56227.14"
"2013-14","October","SSP","Karnataka","17800.00","1442.35"
"2013-14","October","TSP","Karnataka","0.00","11905.40"
"2013-14","October","UREA","Karnataka","190000.00","18010.70"
"2013-14","October","DAP","Kerala","2000.00","4432.85"
"2013-14","October","MAP","Kerala","0.00","0.00"
"2013-14","October","MOP","Kerala","22000.00","2128.45"
"2013-14","October","NPK","Kerala","38000.00","9918.95"
"2013-14","October","SSP","Kerala","10000.00","0.00"
"2013-14","October","TSP","Kerala","0.00","3156.75"
"2013-14","October","UREA","Kerala","26000.00","31.85"
"2013-14","October","DAP","Lakshadeeep","0.00","0.00"
"2013-14","October","MAP","Lakshadeeep","0.00","0.00"
"2013-14","October","MOP","Lakshadeeep","0.00","0.00"
"2013-14","October","NPK","Lakshadeeep","0.00","0.00"
"2013-14","October","SSP","Lakshadeeep","0.00","0.00"
"2013-14","October","TSP","Lakshadeeep","0.00","0.00"
"2013-14","October","UREA","Lakshadeeep","0.00","0.00"
"2013-14","October","DAP","Madhya Pradesh","225000.00","92121.65"
"2013-14","October","MAP","Madhya Pradesh","0.00","0.00"
"2013-14","October","MOP","Madhya Pradesh","16400.00","16779.85"
"2013-14","October","NPK","Madhya Pradesh","84000.00","9078.40"
"2013-14","October","SSP","Madhya Pradesh","266000.00","103829.40"
"2013-14","October","TSP","Madhya Pradesh","0.00","8443.85"
"2013-14","October","UREA","Madhya Pradesh","250000.00","38159.90"
"2013-14","October","DAP","Maharastra","69200.00","99371.24"
"2013-14","October","MAP","Maharastra","0.00","0.00"
"2013-14","October","MOP","Maharastra","32300.00","28679.63"
"2013-14","October","NPK","Maharastra","170200.00","52286.22"
"2013-14","October","SSP","Maharastra","84100.00","15630.61"
"2013-14","October","TSP","Maharastra","0.00","0.00"
"2013-14","October","UREA","Maharastra","179400.00","58719.55"
"2013-14","October","DAP","Manipur","1000.00","0.00"
"2013-14","October","MAP","Manipur","0.00","0.00"
"2013-14","October","MOP","Manipur","500.00","0.00"
"2013-14","October","NPK","Manipur","0.00","0.00"
"2013-14","October","SSP","Manipur","1500.00","0.00"
"2013-14","October","TSP","Manipur","0.00","0.00"
"2013-14","October","UREA","Manipur","1500.00","0.00"
"2013-14","October","DAP","Megalaya","1000.00","0.00"
"2013-14","October","MAP","Megalaya","0.00","0.00"
"2013-14","October","MOP","Megalaya","400.00","0.00"
"2013-14","October","NPK","Megalaya","0.00","0.00"
"2013-14","October","SSP","Megalaya","1000.00","0.00"
"2013-14","October","TSP","Megalaya","0.00","0.00"
"2013-14","October","UREA","Megalaya","1000.00","500.00"
"2013-14","October","DAP","Mizoram","300.00","0.00"
"2013-14","October","MAP","Mizoram","0.00","0.00"
"2013-14","October","MOP","Mizoram","300.00","0.00"
"2013-14","October","NPK","Mizoram","0.00","0.00"
"2013-14","October","SSP","Mizoram","0.00","0.00"
"2013-14","October","TSP","Mizoram","0.00","0.00"
"2013-14","October","UREA","Mizoram","400.00","0.00"
"2013-14","October","DAP","Nagaland","200.00","0.00"
"2013-14","October","MAP","Nagaland","0.00","0.00"
"2013-14","October","MOP","Nagaland","50.00","0.00"
"2013-14","October","NPK","Nagaland","50.00","0.00"
"2013-14","October","SSP","Nagaland","50.00","0.00"
"2013-14","October","TSP","Nagaland","0.00","0.00"
"2013-14","October","UREA","Nagaland","200.00","0.00"
"2013-14","October","DAP","Odisha","5720.00","9883.35"
"2013-14","October","MAP","Odisha","0.00","0.00"
"2013-14","October","MOP","Odisha","4310.00","12063.50"
"2013-14","October","NPK","Odisha","10810.00","7066.05"
"2013-14","October","SSP","Odisha","8070.00","210.80"
"2013-14","October","TSP","Odisha","0.00","0.00"
"2013-14","October","UREA","Odisha","24680.00","18197.10"
"2013-14","October","DAP","Pondicherry","300.00","0.00"
"2013-14","October","MAP","Pondicherry","0.00","0.00"
"2013-14","October","MOP","Pondicherry","700.00","12.00"
"2013-14","October","NPK","Pondicherry","1400.00","46.00"
"2013-14","October","SSP","Pondicherry","500.00","0.00"
"2013-14","October","TSP","Pondicherry","0.00","0.00"
"2013-14","October","UREA","Pondicherry","2100.00","13.00"
"2013-14","October","DAP","Punjab","315000.00","54397.57"
"2013-14","October","MAP","Punjab","0.00","0.00"
"2013-14","October","MOP","Punjab","12000.00","888.60"
"2013-14","October","NPK","Punjab","40000.00","2055.25"
"2013-14","October","SSP","Punjab","32000.00","4817.30"
"2013-14","October","TSP","Punjab","0.00","3355.30"
"2013-14","October","UREA","Punjab","300000.00","35853.10"
"2013-14","October","DAP","Rajasthan","109220.00","32143.70"
"2013-14","October","MAP","Rajasthan","0.00","0.00"
"2013-14","October","MOP","Rajasthan","4000.00","234.25"
"2013-14","October","NPK","Rajasthan","24930.00","1447.80"
"2013-14","October","SSP","Rajasthan","163800.00","12064.21"
"2013-14","October","TSP","Rajasthan","0.00","3526.25"
"2013-14","October","UREA","Rajasthan","175000.00","21064.21"
"2013-14","October","DAP","Sikkim","0.00","0.00"
"2013-14","October","MAP","Sikkim","0.00","0.00"
"2013-14","October","MOP","Sikkim","0.00","0.00"
"2013-14","October","NPK","Sikkim","0.00","0.00"
"2013-14","October","SSP","Sikkim","0.00","0.00"
"2013-14","October","TSP","Sikkim","0.00","0.00"
"2013-14","October","UREA","Sikkim","0.00","0.00"
"2013-14","October","DAP","Tamil Nadu","68910.00","26497.55"
"2013-14","October","MAP","Tamil Nadu","0.00","0.00"
"2013-14","October","MOP","Tamil Nadu","63140.00","1429.73"
"2013-14","October","NPK","Tamil Nadu","95870.00","14206.02"
"2013-14","October","SSP","Tamil Nadu","27850.00","3275.30"
"2013-14","October","TSP","Tamil Nadu","0.00","0.00"
"2013-14","October","UREA","Tamil Nadu","153760.00","4587.00"
"2013-14","October","DAP","Tripura","0.00","274.80"
"2013-14","October","MAP","Tripura","0.00","0.00"
"2013-14","October","MOP","Tripura","0.00","0.00"
"2013-14","October","NPK","Tripura","0.00","132.75"
"2013-14","October","SSP","Tripura","2650.00","4367.45"
"2013-14","October","TSP","Tripura","0.00","0.00"
"2013-14","October","UREA","Tripura","2650.00","490.50"
"2013-14","October","DAP","Uttar Pradesh","315000.00","213577.35"
"2013-14","October","MAP","Uttar Pradesh","0.00","0.00"
"2013-14","October","MOP","Uttar Pradesh","30000.00","7199.75"
"2013-14","October","NPK","Uttar Pradesh","150000.00","59744.95"
"2013-14","October","SSP","Uttar Pradesh","150000.00","9410.80"
"2013-14","October","TSP","Uttar Pradesh","0.00","16125.25"
"2013-14","October","UREA","Uttar Pradesh","575000.00","131188.00"
"2013-14","October","DAP","Uttaranchal","2000.00","3589.20"
"2013-14","October","UREA","Uttaranchal","0.00","0.00"
"2013-14","October","MOP","Uttaranchal","500.00","25.00"
"2013-14","October","NPK","Uttaranchal","8000.00","2064.75"
"2013-14","October","SSP","Uttaranchal","1000.00","20.00"
"2013-14","October","TSP","Uttaranchal","0.00","0.00"
"2013-14","October","UREA","Uttaranchal","10000.00","6328.30"
"2013-14","October","DAP","West Bengal","40000.00","14741.12"
"2013-14","October","MAP","West Bengal","0.00","0.00"
"2013-14","October","MOP","West Bengal","29100.00","18753.75"
"2013-14","October","NPK","West Bengal","92900.00","45373.13"
"2013-14","October","SSP","West Bengal","91000.00","18672.90"
"2013-14","October","TSP","West Bengal","0.00","7377.55"
